g6,n,edges,alpha,theta,gap,ratio,status
MhGc?cOBWoHG@j@j?,14,28,5,5.8986572025,0.8986572025,1.1797314405,Solved
McCPACEAHI`KKDR__,14,27,5,5.8986572024,0.8986572024,1.1797314405,Solved
McCO?KiO_HdIKQR__,14,27,5,5.8986571970,0.8986571970,1.1797314394,Solved
McCO?LaI_G`LKQR__,14,27,5,5.8986571969,0.8986571969,1.1797314394,Solved
M??xQP?CxARDcipE?,14,29,5,5.8986571648,0.8986571648,1.1797314330,Solved
MI_?`?C@_i@MIgoM?,14,24,5,5.8986561748,0.8986561748,1.1797312350,Solved
M?LS@@Ba@G`wcJSs?,14,28,5,5.8986557389,0.8986557389,1.1797311478,Solved
M_HI?_J@P_aQ_JHo_,14,26,5,5.8986552070,0.8986552070,1.1797310414,Solved
M@?AYICE]OSODBIW_,14,27,5,5.8986545408,0.8986545408,1.1797309082,Solved
MQ_?WG?EXAGTdIWw?,14,26,5,5.8986544017,0.8986544017,1.1797308803,Solved
M@OCC?dOgk@JFox@?,14,27,5,5.8986541749,0.8986541749,1.1797308350,Solved
MQ??WpCL??pDWq_y?,14,26,5,5.8986531071,0.8986531071,1.1797306214,Solved
M?_II`?__tDMLKHU?,14,28,5,5.8986525975,0.8986525975,1.1797305195,Solved
M??XsGocECCbQ[QX?,14,28,5,5.8986521909,0.8986521909,1.1797304382,Solved
M?@CoOoH?okH`Wo[?,14,25,5,5.8986514847,0.8986514847,1.1797302969,Solved
M_GOoXB`@aeEQBh__,14,29,5,5.8986501187,0.8986501187,1.1797300237,Solved
M_??wWg@C`kISKgo_,14,26,5,5.8986488838,0.8986488838,1.1797297768,Solved
M?_HGgCCJ`O[YDQs?,14,27,5,5.8986480558,0.8986480558,1.1797296112,Solved
Mo??Wch`PCidVA]C?,14,30,5,5.8986479669,0.8986479669,1.1797295934,Solved
M@GCYHO_WwbGhHWb?,14,29,5,5.8986479651,0.8986479651,1.1797295930,Solved
M`GOWH@_oqBEXBgi?,14,29,5,5.8986479630,0.8986479630,1.1797295926,Solved
MoC@Y?dcoPi`TAIP_,14,30,5,5.8986479604,0.8986479604,1.1797295921,Solved
M??XsIOHH_HLQUoe?,14,29,5,5.8986479521,0.8986479521,1.1797295904,Solved
M@?AGxC`CE\?EMIk?,14,27,5,5.8986477250,0.8986477250,1.1797295450,Solved
MCP_C?BB_AeDSaiG_,14,25,5,5.8986472622,0.8986472622,1.1797294524,Solved
M@??YGcFAcXC_{iQ?,14,27,5,5.8986469797,0.8986469797,1.1797293959,Solved
M@?GICYq@ColTAiO_,14,28,5,5.8986469756,0.8986469756,1.1797293951,Solved
MB_?H?TQ_@oXJAoo_,14,26,5,5.8986468120,0.8986468120,1.1797293624,Solved
MCDCG_G@XDDAORWw?,14,25,5,5.8986459698,0.8986459698,1.1797291940,Solved
MAI?W?HCs`CeXQOr?,14,27,5,5.8986452637,0.8986452637,1.1797290527,Solved
M@?AHICQY_R_Ayia?,14,27,5,5.8986441506,0.8986441506,1.1797288301,Solved
M?Og_ED__o?J[@WM?,14,24,5,5.8986436391,0.8986436391,1.1797287278,Solved
M?ACa?SEPRH_GxXc?,14,26,5,5.8986434457,0.8986434457,1.1797286891,Solved
M?COXHAQT`CQbHsP?,14,28,5,5.8986430492,0.8986430492,1.1797286098,Solved
M?C_Wh@OsW\?KikK?,14,28,5,5.8986427396,0.8986427396,1.1797285479,Solved
M?COYQoGpIGTbDsE?,14,29,5,5.8986426529,0.8986426529,1.1797285306,Solved
M??ggp?_YSw_MHgw?,14,27,5,5.8986422364,0.8986422364,1.1797284473,Solved
M??XSGccEcGUQ[MP?,14,28,5,5.8986420327,0.8986420327,1.1797284065,Solved
M??T_WcEA@l?_Ro[?,14,25,5,5.8986416401,0.8986416401,1.1797283280,Solved
MGEE@CMO@@`IDSDB?,14,25,5,5.8986413244,0.8986413244,1.1797282649,Solved
MS??WgWGIG`HWhos?,14,26,5,5.8986406820,0.8986406820,1.1797281364,Solved
MgCA_CCBORO`GlKX?,14,26,5,5.8986395733,0.8986395733,1.1797279147,Solved
M@@KT@Oo?qdEDpHi?,14,29,5,5.8986390660,0.8986390660,1.1797278132,Solved
Mo?G`PEcGMdQTP]A?,14,30,5,5.8986390625,0.8986390625,1.1797278125,Solved
MIISOApqOM?wKFQJ?,14,31,5,5.8986390612,0.8986390612,1.1797278122,Solved
MA?c?GgFDAHPCwO{?,14,25,5,5.8986389705,0.8986389705,1.1797277941,Solved
M?LS`a@O`@`eOpbA_,14,28,5,5.8986385907,0.8986385907,1.1797277181,Solved
M?EC?hBI`PK_?rTC_,14,26,5,5.8986385146,0.8986385146,1.1797277029,Solved
M_CAGGACXROcYDKp?,14,26,5,5.8986380475,0.8986380475,1.1797276095,Solved
M@??iXC`@PxOEKgo_,14,27,5,5.8986378865,0.8986378865,1.1797275773,Solved
M`P_?GICWeODBdIp?,14,27,5,5.8986373956,0.8986373956,1.1797274791,Solved
M`O??kHGg[ODTDJ`?,14,27,5,5.8986371314,0.8986371314,1.1797274263,Solved
M`H?gSPCCCKJBMBM?,14,28,5,5.8986371313,0.8986371313,1.1797274263,Solved
M_OO@cHHG[ODSdJ`?,14,27,5,5.8986371310,0.8986371310,1.1797274262,Solved
M_OO@cH@g[OD[DJ`?,14,27,5,5.8986371309,0.8986371309,1.1797274262,Solved
M?CPaLcYCSPC@FkO_,14,28,5,5.8986361975,0.8986361975,1.1797272395,Solved
MhCO_EA@_YHgGNI[?,14,28,5,5.8986359476,0.8986359476,1.1797271895,Solved
M@D?cQ?W?\_}Owj?_,14,28,5,5.8986352793,0.8986352793,1.1797270559,Solved
MK??WgW?YQCdgeod?,14,27,5,5.8986331331,0.8986331331,1.1797266266,Solved
M?`WPOPW?coHWh@l?,14,27,5,5.8986296832,0.8986296832,1.1797259366,Solved
MK???WiDKWIWGur_?,14,27,5,5.8986295703,0.8986295703,1.1797259141,Solved
MGCC?[UGUGARQKh@_,14,27,5,5.8986295082,0.8986295082,1.1797259016,Solved
MG?GPiGScG_\Lgu@?,14,28,5,5.8986282111,0.8986282111,1.1797256422,Solved
M`E?GgHA?EgQHJWk?,14,26,5,5.8986280208,0.8986280208,1.1797256042,Solved
Mc?G?cIHIAooMBWX?,14,26,5,5.8986279077,0.8986279077,1.1797255815,Solved
M?@?kGjKB?Z?AubE?,14,27,5,5.8986275310,0.8986275310,1.1797255062,Solved
M?CHKIGQF_A]HKSo_,14,28,5,5.8986275061,0.8986275061,1.1797255012,Solved
MQ??PXEb?caoIJoR?,14,28,5,5.8986270238,0.8986270238,1.1797254048,Solved
MGCScXCAgTCbGUs@_,14,29,5,5.8986270199,0.8986270199,1.1797254040,Solved
M@?AHYIp?wBAOZgb?,14,28,5,5.8986270194,0.8986270194,1.1797254039,Solved
MGCOPAQPcY@MH`sO_,14,28,5,5.8986270188,0.8986270188,1.1797254038,Solved
MCoG?cDH`dGEIPT__,14,27,5,5.8986268520,0.8986268520,1.1797253704,Solved
M_O?WGcEW`CX_q\?_,14,26,5,5.8986265155,0.8986265155,1.1797253031,Solved
M_KP?[MKA@oIhAS`_,14,28,5,5.8986264846,0.8986264846,1.1797252969,Solved
Mo??`@WB_yCoOT`w?,14,26,5,5.8986250182,0.8986250182,1.1797250036,Solved
M?KACGKGc@k?C\Db?,14,24,5,5.8986248070,0.8986248070,1.1797249614,Solved
MKQ?OGGD_Bc[SWga_,14,26,5,5.8986246402,0.8986246402,1.1797249280,Solved
M?C?YEDWHgORIPt?_,14,27,5,5.8986245758,0.8986245758,1.1797249152,Solved
M_C?`CDBSPGUXaLB?,14,27,5,5.8986243192,0.8986243192,1.1797248638,Solved
M?CaAA@KPQAtBk`e?,14,27,5,5.8986226280,0.8986226280,1.1797245256,Solved
M_@I__h@PO_UcBHo_,14,26,5,5.8986226033,0.8986226033,1.1797245207,Solved
M@@APR?h?EowEJFI?,14,28,5,5.8986224767,0.8986224767,1.1797244953,Solved
M@G_qDOPcHPgEEgW_,14,28,5,5.8986220808,0.8986220808,1.1797244162,Solved
M?CPHaCa?VDCOtPF?,14,27,5,5.8986219549,0.8986219549,1.1797243910,Solved
M@OC?KWH?Dy_IRo[?,14,26,5,5.8986219427,0.8986219427,1.1797243885,Solved
M@?aIA?E[SX_DYIw?,14,27,5,5.8986205027,0.8986205027,1.1797241005,Solved
M?C@KHBT@QSER@ca_,14,27,5,5.8986203988,0.8986203988,1.1797240798,Solved
MGCOCMIS`HPaK`QQ_,14,28,5,5.8986200902,0.8986200902,1.1797240180,Solved
MGCO_WcOsTCWbDsH?,14,28,5,5.8986200853,0.8986200853,1.1797240171,Solved
MGCO_Wbae_CbOpbG_,14,28,5,5.8986200852,0.8986200852,1.1797240170,Solved
M_G_x@B`?qbIPBkG_,14,29,5,5.8986200849,0.8986200849,1.1797240170,Solved
M@?IHDH`IgR??Vi__,14,27,5,5.8986199306,0.8986199306,1.1797239861,Solved
M@?AWg[HE?xG_kIQ_,14,27,5,5.8986195939,0.8986195939,1.1797239188,Solved
Mo?WG_dQpcEOQRQJ?,14,29,5,5.8986192330,0.8986192330,1.1797238466,Solved
MI_HGchc@_HO@V@N?,14,28,5,5.8986192292,0.8986192292,1.1797238458,Solved
MIACO_dEHcGQBRJP?,14,28,5,5.8986192283,0.8986192283,1.1797238457,Solved
MoCO_OiKQMGgI`PK_,14,28,5,5.8986192282,0.8986192282,1.1797238456,Solved
MQ??QKUJC@dGCbr?_,14,27,5,5.8986184913,0.8986184913,1.1797236983,Solved
M_C?G_KJABKWKa_{?,14,25,5,5.8986181714,0.8986181714,1.1797236343,Solved
M@O?hGHhCOAdOmop?,14,27,5,5.8986175822,0.8986175822,1.1797235164,Solved
M?LACAK[?Ua[LohB?,14,29,5,5.8986173819,0.8986173819,1.1797234764,Solved
M?_@IGXM?GwPcoWI_,14,26,5,5.8986173510,0.8986173510,1.1797234702,Solved
MG_@?KW?_wuGPLo[?,14,26,5,5.8986169918,0.8986169918,1.1797233984,Solved
MGC?AI?DmKPWIwLH?,14,27,5,5.8986168375,0.8986168375,1.1797233675,Solved
M@?GGdC`QsTCGkqO_,14,27,5,5.8986168256,0.8986168256,1.1797233651,Solved
MC?gQAGDzDGcKpER?,14,29,5,5.8986160897,0.8986160897,1.1797232179,Solved
M`??gW_OYoCbah_y?,14,27,5,5.8986153573,0.8986153573,1.1797230715,Solved
M_O?WgsAHAoYSaJ@_,14,27,5,5.8986134451,0.8986134451,1.1797226890,Solved
MbO?@CeAG[Ai_UF__,14,27,5,5.8986134439,0.8986134439,1.1797226888,Solved
M_O?XgCKGRORSgJ@_,14,27,5,5.8986134432,0.8986134432,1.1797226886,Solved
M`H?WcHECcKG@N@N?,14,28,5,5.8986134416,0.8986134416,1.1797226883,Solved
MG?WPAHScM?iKhu@?,14,28,5,5.8986129467,0.8986129467,1.1797225893,Solved
M@?AKCkpA@BJFQia?,14,28,5,5.8986129465,0.8986129465,1.1797225893,Solved
MGCOS`EbE_@DGtHp?,14,28,5,5.8986129459,0.8986129459,1.1797225892,Solved
MGCScXCAGPCrGusE?,14,29,5,5.8986129453,0.8986129453,1.1797225891,Solved
M_??[QgPIjN_KsKs?,14,31,5,5.8986119532,0.8986119532,1.1797223906,Solved
M?LAC?JCpmMCbDhK?,14,30,5,5.8986119524,0.8986119524,1.1797223905,Solved
Mo??Wc``HYIRVG]C?,14,30,5,5.8986119522,0.8986119522,1.1797223904,Solved
Mg??HG[_lcHJUoNC?,14,30,5,5.8986119520,0.8986119520,1.1797223904,Solved
M_OPGW`AgEQDSEJ@_,14,27,5,5.8986112579,0.8986112579,1.1797222516,Solved
M@?GkDHGIGoaERy_?,14,27,5,5.8986104065,0.8986104065,1.1797220813,Solved
M_CP?`EWOE@FJAbo?,14,26,5,5.8986100011,0.8986100011,1.1797220002,Solved
MqGG_?@@kEHDGTDI_,14,26,5,5.8986098517,0.8986098517,1.1797219703,Solved
M_??_gcJ`oPKPbQw?,14,27,5,5.8986090289,0.8986090289,1.1797218058,Solved
MO?AWgGK?WkKcio[?,14,26,5,5.8986086444,0.8986086444,1.1797217289,Solved
MO??WHGKWwKPcXoq?,14,27,5,5.8986085918,0.8986085918,1.1797217184,Solved
M?KSHCI_Q_gePWgB_,14,27,5,5.8986074648,0.8986074648,1.1797214930,Solved
M_?G?kSH@sOUQkYP?,14,27,5,5.8986072552,0.8986072552,1.1797214510,Solved
M?DIcChIODiEhBlA?,14,30,5,5.8986071084,0.8986071084,1.1797214217,Solved
MGCGKRO@KgEYQeGu?,14,29,5,5.8986071053,0.8986071053,1.1797214211,Solved
M?CsIF?C`PdMRCcQ_,14,29,5,5.8986071040,0.8986071040,1.1797214208,Solved
M@?YPE@PIPPACRh__,14,27,5,5.8986068700,0.8986068700,1.1797213740,Solved
M??I@POhKsAWX@`w?,14,26,5,5.8986057111,0.8986057111,1.1797211422,Solved
M?I_GsOOY_OAAjGj?,14,25,5,5.8986040271,0.8986040271,1.1797208054,Solved
M@CGD?VSrSSoQH`E_,14,30,5,5.8986035166,0.8986035166,1.1797207033,Solved
M?_gp?BSOHs@UHPp?,14,27,5,5.8986034231,0.8986034231,1.1797206846,Solved
Ma??_GHHiWEDapgq?,14,27,5,5.8986033839,0.8986033839,1.1797206768,Solved
M?CaSOgcEg?}PKKo_,14,28,5,5.8986025198,0.8986025198,1.1797205040,Solved
MGCGCMIaAaCdSdLc?,14,28,5,5.8986023093,0.8986023093,1.1797204619,Solved
M@??OyAQHXWoDcwO_,14,27,5,5.8986015276,0.8986015276,1.1797203055,Solved
M@??SDLJAAiodaiB?,14,28,5,5.8986013733,0.8986013733,1.1797202747,Solved
MhG?_oDAgghoGJ`o_,14,28,5,5.8986010674,0.8986010674,1.1797202135,Solved
M_Co`SoOYDSOBFBF?,14,29,5,5.8986010627,0.8986010627,1.1797202125,Solved
M`G?OcLECIcDPdT`?,14,28,5,5.8986010622,0.8986010622,1.1797202124,Solved
M`G?OcLECkCDPdPT?,14,28,5,5.8986010609,0.8986010609,1.1797202122,Solved
MCCA?TdBCAeQLaRB?,14,28,5,5.8985994527,0.8985994527,1.1797198905,Solved
MHG_WI@SiDOaERER?,14,29,5,5.8985994499,0.8985994499,1.1797198900,Solved
MCC?GTdBCAeQ[aRB?,14,28,5,5.8985994498,0.8985994498,1.1797198900,Solved
MI?GggWi@DGJ`HIo_,14,28,5,5.8985994486,0.8985994486,1.1797198897,Solved
M@?IKH?aGhCZEwyA?,14,28,5,5.8985992504,0.8985992504,1.1797198501,Solved
M??QHWoWEo@eakcp?,14,28,5,5.8985992040,0.8985992040,1.1797198408,Solved
M?COHUA{@XIHXGa`_,14,29,5,5.8985990615,0.8985990615,1.1797198123,Solved
MCO_@C?Wk[ILFgFW?,14,28,5,5.8985988816,0.8985988816,1.1797197763,Solved
M?DHQa?LKE?{IIs@_,14,28,5,5.8985983606,0.8985983606,1.1797196721,Solved
M?@CbA?Y_VFcFWlA?,14,29,5,5.8985964737,0.8985964737,1.1797192947,Solved
M_C?hiGQ?G?NgeWi?,14,26,5,5.8985955699,0.8985955699,1.1797191140,Solved
M__G?gc?xKBBUgWp?,14,27,5,5.8985952893,0.8985952893,1.1797190579,Solved
M?@HOk`qH_W@EH`a_,14,27,5,5.8985950150,0.8985950150,1.1797190030,Solved
MO??gWCYGpKPcXoq?,14,27,5,5.8985945673,0.8985945673,1.1797189135,Solved
Mg??WHPG_Qa`_LMO_,14,25,5,5.8985943989,0.8985943989,1.1797188798,Solved
M@QCO?cAWmKGDDOw_,14,26,5,5.8985939717,0.8985939717,1.1797187943,Solved
M@??[DAj@HAkqBUQ?,14,28,5,5.8985938068,0.8985938068,1.1797187614,Solved
M?KAC?N`A_aYHqx@?,14,27,5,5.8985931478,0.8985931478,1.1797186296,Solved
M?CPSdK`B?``G\s`?,14,28,5,5.8985930286,0.8985930286,1.1797186057,Solved
M?KAGgOoEHCeG{ap?,14,27,5,5.8985915076,0.8985915076,1.1797183015,Solved
M@?IHDHDSHR?OFi__,14,27,5,5.8985914583,0.8985914583,1.1797182917,Solved
M?GoqD?bGLJ@kQgX?,14,29,5,5.8985913648,0.8985913648,1.1797182730,Solved
M@GQsGKBC`kHW[_l?,14,30,5,5.8985913606,0.8985913606,1.1797182721,Solved
M?CK`ROHHgGwOuaF?,14,29,5,5.8985913576,0.8985913576,1.1797182715,Solved
M@GGihAaGpS`OdgQ_,14,29,5,5.8985913574,0.8985913574,1.1797182715,Solved
M@A?qQ@R?`gsHqiB?,14,28,5,5.8985904581,0.8985904581,1.1797180916,Solved
M?DHc?p@pQHE`bsE?,14,29,5,5.8985904194,0.8985904194,1.1797180839,Solved
MGCGCMIS`HPAL`SR?,14,28,5,5.8985886552,0.8985886552,1.1797177310,Solved
MG?O[EKMABOaKbUP?,14,28,5,5.8985886534,0.8985886534,1.1797177307,Solved
M`?`OxB`?obAPbgJ?,14,29,5,5.8985886525,0.8985886525,1.1797177305,Solved
M_?OXWqOIoSa?um?_,14,28,5,5.8985886511,0.8985886511,1.1797177302,Solved
M?CHaMIPC_cdISs@_,14,28,5,5.8985871759,0.8985871759,1.1797174352,Solved
Mq???kII?HgQLHaR?,14,26,5,5.8985871491,0.8985871491,1.1797174298,Solved
MIQ??OVI_oSPHqDT?,14,28,5,5.8985867164,0.8985867164,1.1797173433,AlmostSolved
MG_OQ_a@`_?JBH_]?,14,24,5,5.8985863240,0.8985863240,1.1797172648,Solved
M_?_gG_aIa`[Y_cW_,14,26,5,5.8985860393,0.8985860393,1.1797172079,Solved
Mo?GOgbTbOOWDJ]@?,14,29,5,5.8985859520,0.8985859520,1.1797171904,Solved
M?CpQP?`hbIObBgX?,14,29,5,5.8985859484,0.8985859484,1.1797171897,Solved
MoC?`\A__X`e\C[B?,14,30,5,5.8985859463,0.8985859463,1.1797171893,Solved
M@GSIaKOHE`YX@eA_,14,29,5,5.8985859447,0.8985859447,1.1797171889,Solved
M?D?_QEIBBCw`ssD?,14,27,5,5.8985850684,0.8985850684,1.1797170137,Solved
M??XCSgPGbWoU_gE_,14,27,5,5.8985841748,0.8985841748,1.1797168350,Solved
Mc??oWCOPKAFiKWw?,14,26,5,5.8985830086,0.8985830086,1.1797166017,Solved
Mg?OWGOGIQo[ccIW_,14,26,5,5.8985828690,0.8985828690,1.1797165738,Solved
MG??cEMaAwCqLSUP?,14,28,5,5.8985826324,0.8985826324,1.1797165265,Solved
M@?HIEHoAHAiEeiB?,14,28,5,5.8985825104,0.8985825104,1.1797165021,Solved
M?C@AAHLIkDgbos`?,14,28,5,5.8985824952,0.8985824952,1.1797164990,Solved
M??GhIAd@ShMSY]G?,14,29,5,5.8985824867,0.8985824867,1.1797164973,Solved
M??W`GwPeSDOcToX?,14,28,5,5.8985823916,0.8985823916,1.1797164783,Solved
M]?KA?I@WK@GCFGJ?,14,24,5,5.8985821882,0.8985821882,1.1797164376,Solved
M@Q?iHAaC_@dG]Gt?,14,27,5,5.8985810630,0.8985810630,1.1797162126,Solved
Mg??WGSGXPJG_fcq?,14,27,5,5.8985807992,0.8985807992,1.1797161598,Solved
MAO_@Co@gk@LaSf_?,14,26,5,5.8985807326,0.8985807326,1.1797161465,Solved
MCgGgG_GQaG[AmTK?,14,27,5,5.8985804070,0.8985804070,1.1797160814,Solved
M@OC?\EcHO?rdAWP_,14,27,5,5.8985785840,0.8985785840,1.1797157168,Solved
M`?C?geQowH_GbaW_,14,27,5,5.8985772424,0.8985772424,1.1797154485,Solved
Mh?K?GGCGUgaGxCx?,14,26,5,5.8985764968,0.8985764968,1.1797152994,Solved
MOOAC_F@qgDBMGN_?,14,27,5,5.8985757233,0.8985757233,1.1797151447,Solved
Mo?@GWoEAG`DcpO{?,14,26,5,5.8985754054,0.8985754054,1.1797150811,Solved
M??PYPO]CEScBIkO_,14,28,5,5.8985752742,0.8985752742,1.1797150548,Solved
Mg_?HOO@G?_\VAka?,14,24,5,5.8985751685,0.8985751685,1.1797150337,Solved
M?cC@_UBQ@cPPPZ_?,14,26,5,5.8985738173,0.8985738173,1.1797147635,Solved
M?@KPQCY@`Q_C{Or?,14,27,5,5.8985727587,0.8985727587,1.1797145517,Solved
M?SsC?DAhAgPcHWo?,14,25,5,5.8985725473,0.8985725473,1.1797145095,Solved
M?CC?XeoCgCZJCSo_,14,27,5,5.8985716423,0.8985716423,1.1797143285,Solved
M??YO_oqPQCw`ioJ?,14,28,5,5.8985697277,0.8985697277,1.1797139455,Solved
M_OO?sc@_TOM[EJ`?,14,27,5,5.8985683744,0.8985683744,1.1797136749,Solved
M?KAAI@DkWCXSHh__,14,27,5,5.8985682385,0.8985682385,1.1797136477,Solved
M??Q[PCMC@chKwu@?,14,28,5,5.8985678022,0.8985678022,1.1797135604,Solved
M@??SDEH_yIGaLz??,14,27,5,5.8985670721,0.8985670721,1.1797134144,Solved
M@?KIGcE_BpKSbyA?,14,28,5,5.8985670400,0.8985670400,1.1797134080,Solved
M??_k?XWsWHgKBog_,14,27,5,5.8985668311,0.8985668311,1.1797133662,Solved
M??GhaJTBOCQ`Ru@?,14,28,5,5.8985668300,0.8985668300,1.1797133660,Solved
MC?CX`HP@g@BgKOp_,14,26,5,5.8985663217,0.8985663217,1.1797132643,Solved
MBa?GS_GQH@RDXQk?,14,27,5,5.8985644389,0.8985644389,1.1797128878,Solved
MK?GPKW_iHCaCbqO_,14,27,5,5.8985640071,0.8985640071,1.1797128014,Solved
MGCPPACPCY@MC{s`?,14,28,5,5.8985638064,0.8985638064,1.1797127613,Solved
M?CHaIPL@PGpaToe?,14,29,5,5.8985616830,0.8985616830,1.1797123366,Solved
M?CcAGUWM?@pIqcT?,14,27,5,5.8985616730,0.8985616730,1.1797123346,Solved
M?D@K?Jo`QAiWHdA_,14,27,5,5.8985603633,0.8985603633,1.1797120727,Solved
M??_qOgk?bGr`wrA?,14,28,5,5.8985591510,0.8985591510,1.1797118302,Solved
MC?_I_IGWwKDapoe?,14,27,5,5.8985588939,0.8985588939,1.1797117788,Solved
M?AIPORHAIJAcegJ?,14,28,5,5.8985586431,0.8985586431,1.1797117286,Solved
MB??GObaaSWgHUfG?,14,27,5,5.8985584944,0.8985584944,1.1797116989,Solved
M?a?iCWQ@a?fH[Y`?,14,27,5,5.8985565559,0.8985565559,1.1797113112,Solved
MC_?GSKCXCgh[g^??,14,27,5,5.8985564193,0.8985564193,1.1797112839,Solved
MgCG@CC_OT?oSLKF?,14,24,5,5.8985555411,0.8985555411,1.1797111082,Solved
M?C_kGHOmGEBQPgg_,14,27,5,5.8985555268,0.8985555268,1.1797111054,Solved
MA__H@G?o@AX`EME?,14,23,5,5.8985552716,0.8985552716,1.1797110543,Solved
MG?OWqWJAc?FhPop?,14,28,5,5.8985549726,0.8985549726,1.1797109945,Solved
M_C?h_ik?CglRQjA?,14,29,5,5.8985549697,0.8985549697,1.1797109939,Solved
MG?GCUE_@siqMKTS?,14,29,5,5.8985549685,0.8985549685,1.1797109937,Solved
M_GX`_@?QTouUKhK?,14,30,5,5.8985549678,0.8985549678,1.1797109936,Solved
MOOS`GgCAC?fAUO{?,14,25,5,5.8985541954,0.8985541954,1.1797108391,Solved
M??X?RBSPaHPhD`e?,14,28,5,5.8985539221,0.8985539221,1.1797107844,Solved
M?CS`@L@pKIHiDqE?,14,29,5,5.8985538933,0.8985538933,1.1797107787,Solved
M@AAGwiaa_W??^JB?,14,27,5,5.8985537994,0.8985537994,1.1797107599,Solved
M@?GaO`eB?ox`iPk?,14,28,5,5.8985532158,0.8985532158,1.1797106432,Solved
M?CkbA_PagT?C\Ay?,14,28,5,5.8985530592,0.8985530592,1.1797106118,Solved
M?CChi?JHCHLRIsE?,14,29,5,5.8985521702,0.8985521702,1.1797104340,Solved
MQI?O_BB?IAPWLoM?,14,25,5,5.8985521140,0.8985521140,1.1797104228,Solved
M_?@?gg`AW@WSkKF?,14,24,5,5.8985519299,0.8985519299,1.1797103860,Solved
MK??CWcH_PiXUgN_?,14,28,5,5.8985510695,0.8985510695,1.1797102139,Solved
M_WOD?B@os?dGDSG_,14,24,5,5.8985507383,0.8985507383,1.1797101477,Solved
MG?WSEEM@cP@PTSX?,14,28,5,5.8985507204,0.8985507204,1.1797101441,Solved
MDO_?oa?o[GF`Kpo?,14,26,5,5.8985504488,0.8985504488,1.1797100898,Solved
M?C_PCPPMKKCbPcd?,14,27,5,5.8985496667,0.8985496667,1.1797099333,Solved
M?_@_`O`XQL_PaBw?,14,26,5,5.8985495509,0.8985495509,1.1797099102,Solved
M?@@CEG[?YaTLGQP_,14,26,5,5.8985493453,0.8985493453,1.1797098691,Solved
MB?GPAAHcMR?PXQ[?,14,27,5,5.8985483183,0.8985483183,1.1797096637,Solved
M@?[@PBc?PhQPqhB?,14,28,5,5.8985477944,0.8985477944,1.1797095589,Solved
M??g_pIp@BowSBi__,14,28,5,5.8985475000,0.8985475000,1.1797095000,Solved
M@HC?CO_?T?jO[B[?,14,23,5,5.8985470503,0.8985470503,1.1797094101,Solved
MY_?K@DG_SAHBDCM?,14,24,5,5.8985468774,0.8985468774,1.1797093755,Solved
M@CPADMc@IpPPDiO_,14,29,5,5.8985468150,0.8985468150,1.1797093630,Solved
MAIAOCC_@@`MDQK[?,14,24,5,5.8985457512,0.8985457512,1.1797091502,Solved
M??WaQDQ`_sWIgpA_,14,27,5,5.8985446335,0.8985446335,1.1797089267,Solved
M??gqObp?aopSHiA_,14,28,5,5.8985445996,0.8985445996,1.1797089199,Solved
M@g?gSCOiGALGY`D_,14,26,5,5.8985444487,0.8985444487,1.1797088897,Solved
MAMC?HBAHECWPFDF?,14,27,5,5.8985444408,0.8985444408,1.1797088882,Solved
MHCCK?_BYAGgAjCj?,14,26,5,5.8985444397,0.8985444397,1.1797088879,Solved
M@@ACAKq@Ga\EqJo?,14,28,5,5.8985442414,0.8985442414,1.1797088483,Solved
MaO_C_FGo[ABIHf_?,14,27,5,5.8985438010,0.8985438010,1.1797087602,Solved
McG??WOGq@apBgWw?,14,25,5,5.8985435154,0.8985435154,1.1797087031,Solved
M?C_aAC?qC@bIMkP?,14,24,5,5.8985430512,0.8985430512,1.1797086102,Solved
MG?GsQEL@oOPTPO\?,14,28,5,5.8985415477,0.8985415477,1.1797083095,Solved
MDO_OOa?WkgK`Dpo?,14,26,5,5.8985408397,0.8985408397,1.1797081679,Solved
M@QC_?FBPPIG?fXO_,14,26,5,5.8985407231,0.8985407231,1.1797081446,Solved
M?K@G`?PUCClckbW?,14,27,5,5.8985396377,0.8985396377,1.1797079275,Solved
M@O@G_KcCYO[O{XD?,14,27,5,5.8985391081,0.8985391081,1.1797078216,Solved
MG?GOiHcaGcXLgu@?,14,28,5,5.8985388498,0.8985388498,1.1797077700,Solved
M_?@OPS@pBABb@[O_,14,25,5,5.8985386694,0.8985386694,1.1797077339,Solved
MG??WcgPSBF`ckv??,14,28,5,5.8985385208,0.8985385208,1.1797077042,Solved
M`?A?gKCg[OBYPGx?,14,26,5,5.8985378221,0.8985378221,1.1797075644,Solved
MP?@OLQBGgPHOUv??,14,27,5,5.8985372821,0.8985372821,1.1797074564,Solved
M?KQ@`G`M??ZHa`w?,14,26,5,5.8985371266,0.8985371266,1.1797074253,Solved
M?D_GSQ_]CEBIGoO_,14,25,5,5.8985370881,0.8985370881,1.1797074176,Solved
M?@@?\GKSOiPdghH?,14,27,5,5.8985370774,0.8985370774,1.1797074155,Solved
M?Kp?PG_yaOpPokG_,14,28,5,5.8985361245,0.8985361245,1.1797072249,Solved
MQ?@IIKFASE??^ap?,14,27,5,5.8985360117,0.8985360117,1.1797072023,Solved
M?ChP`@PSdPA[@`g_,14,28,5,5.8985358836,0.8985358836,1.1797071767,Solved
M?K_ghBQcW[??VkG_,14,28,5,5.8985357140,0.8985357140,1.1797071428,Solved
