g6,edges,alpha,theta,gap,ratio,theta_ub,status
L?AAD@OIAWROce,20,5,5.7421908480,0.7421908480,1.1484381696,5.76844133,Solved
L?AA@BOT@oDOA{,20,5,5.7421463984,0.7421463984,1.1484292797,5.79920898,Solved
L?AA@AWT@c@WV?,19,5,5.7421013550,0.7421013550,1.1484202710,5.77209490,Solved
L?AAD@OIAWFOJg,20,5,5.7420782146,0.7420782146,1.1484156429,5.79177566,Solved
L?AAD?sXCSBWk_,21,5,5.7420454658,0.7420454658,1.1484090932,5.78027050,Solved
L?AAD@OIAWUOEo,19,5,5.7420267271,0.7420267271,1.1484053454,5.76800796,Solved
L?AE@aoQQWEo\?,22,5,5.7419946281,0.7419946281,1.1483989256,5.75581704,Solved
L?AADbGR@oEogc,22,5,5.7419822688,0.7419822688,1.1483964538,5.76727523,Solved
L?AAD?sXCSBWm_,22,5,5.7419822673,0.7419822673,1.1483964535,5.77368887,Solved
L?AADbGR@oEokc,23,5,5.7419822656,0.7419822656,1.1483964531,5.75321041,Solved
L?AAD?oEBWBWRW,21,5,5.7419746216,0.7419746216,1.1483949243,5.77459686,Solved
L?AAD@oIao@oCT,20,5,5.7417888255,0.7417888255,1.1483577651,5.77753741,Solved
L?AAD@Oi@gAwN_,21,5,5.7417626961,0.7417626961,1.1483525392,5.80617366,Solved
L?AAD@Oi@gAWN_,20,5,5.7417626931,0.7417626931,1.1483525386,5.79313569,Solved
L?AAD@OIAWQRm_,21,5,5.7417399253,0.7417399253,1.1483479851,5.76617074,Solved
L?AAF@cM?sBgm_,23,5,5.7417340609,0.7417340609,1.1483468122,5.75271548,Solved
L?AAD@OI@gROBW,19,5,5.7417067659,0.7417067659,1.1483413532,5.76680169,Solved
L?AAD?oeAg@sFO,20,5,5.7416783798,0.7416783798,1.1483356760,5.77734513,Solved
L?AAD?sXCcROFo,22,5,5.7416691163,0.7416691163,1.1483338233,5.78971421,Solved
L?AAD?sXCsROFo,23,5,5.7416691126,0.7416691126,1.1483338225,5.75471732,Solved
L?AAD@W[?YAwka,22,5,5.7416691119,0.7416691119,1.1483338224,5.77093289,Solved
L?AEB?WU@Hf_Eq,23,5,5.7415674007,0.7415674007,1.1483134801,5.75388923,Solved
L?AAD@OICcJ_Bo,19,5,5.7415645046,0.7415645046,1.1483129009,5.76608230,Solved
L?AAD@OI?wCsDs,20,5,5.7415571443,0.7415571443,1.1483114289,5.80116248,Solved
L?AA@BOT@cPWe_,20,5,5.7414725234,0.7414725234,1.1482945047,5.78330620,Solved
L?AA@BOT@cROas,21,5,5.7413236207,0.7413236207,1.1482647241,5.78045949,Solved
L?AAD@oIaW@[^?,22,5,5.7413230282,0.7413230282,1.1482646056,5.78670461,Solved
L?AA@qo[AW@sm_,23,5,5.7413015969,0.7413015969,1.1482603194,5.75334532,Solved
L?AAD@OI?sB_cc,18,5,5.7412998470,0.7412998470,1.1482599694,5.75514836,Solved
L?AADb_M?s@s^?,23,5,5.7412659889,0.7412659889,1.1482531978,5.81898420,Solved
L?AAD@OIAwDoCs,20,5,5.7412153846,0.7412153846,1.1482430769,5.78076083,Solved
L?AA@AWT@cHGAs,19,5,5.7412013609,0.7412013609,1.1482402722,5.76025729,Solved
L?AADBOX?wBOcc,20,5,5.7411988345,0.7411988345,1.1482397669,5.76579864,Solved
L?AAD@W[@K@wQQ,21,5,5.7411984913,0.7411984913,1.1482396983,5.78769649,Solved
L?AA@BOTDOBGBo,19,5,5.7411389888,0.7411389888,1.1482277978,5.76942778,Solved
L?AAD?wX?wQOES,20,5,5.7411364775,0.7411364775,1.1482272955,5.78781173,Solved
L?AAD@OIAWFODs,20,5,5.7410761901,0.7410761901,1.1482152380,5.76791408,Solved
L?AAD@Oi@g@sDc,20,5,5.7410704824,0.7410704824,1.1482140965,5.78333610,Solved
L?AAD?wX?sIgCs,21,5,5.7409881865,0.7409881865,1.1481976373,5.80172598,Solved
L?AAD?wXCc@wJ_,21,5,5.7409440440,0.7409440440,1.1481888088,5.77029192,Solved
L?AAD@OIAwFODs,21,5,5.7409103676,0.7409103676,1.1481820735,5.78614607,Solved
L?AAD?WLFOIgHg,21,5,5.7408985366,0.7408985366,1.1481797073,5.75866585,Solved
L?AADBOX@cDoBg,21,5,5.7408729884,0.7408729884,1.1481745977,5.77897791,Solved
L?AAF@cE_yV?e_,23,5,5.7408247259,0.7408247259,1.1481649452,5.75401460,Solved
L?AAD?oEBWAwRW,21,5,5.7407592136,0.7407592136,1.1481518427,5.77309750,Solved
L?AAD?WLB_@oHg,19,5,5.7407429345,0.7407429345,1.1481485869,5.76343808,Solved
L?AAD@OICcB_Bw,19,5,5.7406914974,0.7406914974,1.1481382995,5.77641566,Solved
L?AAD@OI@cJGJG,19,5,5.7406210165,0.7406210165,1.1481242033,5.77477014,Solved
L?ABA_gaQWQDu?,21,5,5.7406092627,0.7406092627,1.1481218525,5.77123882,Solved
L?AA@AWT@cHGEo,19,5,5.7405668575,0.7405668575,1.1481133715,5.78155195,Solved
L?AAD?wX?wQOEs,21,5,5.7404015169,0.7404015169,1.1480803034,5.78851228,Solved
L?AAD?sXCoBWFO,21,5,5.7403952268,0.7403952268,1.1480790454,5.77814504,Solved
L?AAD@OJ@oAwiG,20,5,5.7403791393,0.7403791393,1.1480758279,5.78159707,Solved
L?AADBOX@KBOac,20,5,5.7403456987,0.7403456987,1.1480691397,5.77602730,Solved
L?AAF@cE_mV?e_,23,5,5.7403334304,0.7403334304,1.1480666861,5.77553060,Solved
L?AADbGR@cL_Hg,22,5,5.7403258476,0.7403258476,1.1480651695,5.78219751,Solved
L?AE@`HBf_N?Kg,23,5,5.7403188298,0.7403188298,1.1480637660,5.75745962,Solved
L?AAD?wLAW@WkA,20,5,5.7402636432,0.7402636432,1.1480527286,5.77389453,Solved
L?AAD?oEAqEoBw,21,5,5.7401855436,0.7401855436,1.1480371087,5.77000731,Solved
L?AAF@cE_yV?m?,23,5,5.7401306373,0.7401306373,1.1480261275,5.75061164,Solved
L?AAD?wX?wROES,21,5,5.7400577842,0.7400577842,1.1480115568,5.75982554,Solved
L?AAD@oIagAwu?,21,5,5.7400429176,0.7400429176,1.1480085835,5.77181091,Solved
L?AAD@oIaoAoSS,20,5,5.7399736029,0.7399736029,1.1479947206,5.76631333,Solved
L?AAD@oIao@oSP,20,5,5.7399474866,0.7399474866,1.1479894973,5.79305228,Solved
L?AEB?We@HF_M_,21,5,5.7399474856,0.7399474856,1.1479894971,5.76014244,Solved
L?AA@AWT@[ROsO,21,5,5.7399009240,0.7399009240,1.1479801848,5.78120768,Solved
L?AAD@OI@cBoCs,19,5,5.7398426765,0.7398426765,1.1479685353,5.77753817,Solved
L?AAD@oIaWFOAw,21,5,5.7398356139,0.7398356139,1.1479671228,5.78456374,Solved
L?AAD@oR?sFOAw,21,5,5.7398356112,0.7398356112,1.1479671222,5.78400643,Solved
L?AAD@cHcoA[i_,21,5,5.7398023049,0.7398023049,1.1479604610,5.78864020,Solved
L?AAD@OIAWQOFo,19,5,5.7397964085,0.7397964085,1.1479592817,5.75936626,Solved
L?AAD@OIAWUOBw,20,5,5.7397680101,0.7397680101,1.1479536020,5.77241575,Solved
L?AAD@OJ@cHgHg,20,5,5.7397575356,0.7397575356,1.1479515071,5.78471202,Solved
L?AADaoR@sN?Bw,24,5,5.7397342860,0.7397342860,1.1479468572,5.75742763,Solved
L?AAD?wX?wROEs,22,5,5.7396612736,0.7396612736,1.1479322547,5.76260791,Solved
L?AAD@OICcF_AY,19,5,5.7396229484,0.7396229484,1.1479245897,5.76002460,Solved
L?AAD?oeAg@SDo,19,5,5.7395729402,0.7395729402,1.1479145880,5.77262220,Solved
L?AAD@oIagFOAY,21,5,5.7395252022,0.7395252022,1.1479050404,5.78334641,Solved
L?AEB?We@gDoHK,21,5,5.7395181287,0.7395181287,1.1479036257,5.77830862,Solved
L?AA@AWT@SYG^?,21,5,5.7394968195,0.7394968195,1.1478993639,5.79781935,Solved
L?AAD?oEAq@[N_,21,5,5.7394341863,0.7394341863,1.1478868373,5.76213996,Solved
L?AAD@OI@cJ_AY,19,5,5.7393742515,0.7393742515,1.1478748503,5.77904687,Solved
L?AAD@OIAWCsca,19,5,5.7393742497,0.7393742497,1.1478748499,5.77945062,Solved
L?AA@AWT@cHG^?,20,5,5.7393624120,0.7393624120,1.1478724824,5.79384619,Solved
L?AAD@oRBo@wm_,23,5,5.7392938518,0.7392938518,1.1478587704,5.76528036,Solved
L?AAD@W[?]UORP,23,5,5.7392938443,0.7392938443,1.1478587689,5.77327400,Solved
L?AAD@oIao@[TC,21,5,5.7392376813,0.7392376813,1.1478475363,5.78004386,Solved
L?AAD@OIAWCsCe,19,5,5.7392336271,0.7392336271,1.1478467254,5.78537509,Solved
L?AAD@OI?wROBw,20,5,5.7391884380,0.7391884380,1.1478376876,5.77779287,Solved
L?AA@AWT@SF_uO,21,5,5.7391580728,0.7391580728,1.1478316146,5.79488409,Solved
L?AAD?WLB_@wHg,20,5,5.7391552597,0.7391552597,1.1478310519,5.77715159,Solved
L?AAD@OI@cAqN_,20,5,5.7391520434,0.7391520434,1.1478304087,5.79092469,Solved
L?AAD@OJEoJgHi,23,5,5.7391517799,0.7391517799,1.1478303560,5.78358170,Solved
L?AAD@OI@cBoBQ,19,5,5.7391312790,0.7391312790,1.1478262558,5.79904731,Solved
L?AAD@OI@cJ_Aw,19,5,5.7391022304,0.7391022304,1.1478204461,5.78371444,Solved
L?AAD?oFBgFOAy,22,5,5.7390805316,0.7390805316,1.1478161063,5.79961057,Solved
L?AAD@OI@cJ_Hg,19,5,5.7390607764,0.7390607764,1.1478121553,5.78032076,Solved
L?AA@AWT@c]?aS,20,5,5.7389496752,0.7389496752,1.1477899350,5.80361307,Solved
L?AAD@OIAWBoca,19,5,5.7389049920,0.7389049920,1.1477809984,5.75990739,Solved
L?ABAaIeB_F_Bq,23,5,5.7388867886,0.7388867886,1.1477773577,5.76181666,Solved
L?AAF@cEcsV?Fo,24,5,5.7388867859,0.7388867859,1.1477773572,5.75284580,Solved
L?AAD@W[?w@we_,21,5,5.7388498991,0.7388498991,1.1477699798,5.79931604,Solved
L?AAD@OICcBGJ_,18,5,5.7388211802,0.7388211802,1.1477642360,5.76023858,Solved
L?AAD@OJDcHgJ_,21,5,5.7387791948,0.7387791948,1.1477558390,5.77813492,Solved
L?AAD?oeAgHgHc,20,5,5.7387520142,0.7387520142,1.1477504028,5.78556810,Solved
L?AEB?WU@gBWGk,21,5,5.7386954734,0.7386954734,1.1477390947,5.77493732,Solved
L?AAD@oIagAwAw,21,5,5.7386469958,0.7386469958,1.1477293992,5.80020131,Solved
L?AAD@OI?wUOBw,20,5,5.7386237060,0.7386237060,1.1477247412,5.80128338,Solved
L?AAD@oIao@oST,21,5,5.7386188521,0.7386188521,1.1477237704,5.79422013,Solved
L?AEB?We@HFoN_,23,5,5.7386188513,0.7386188513,1.1477237703,5.74774552,Solved
L?AEB?We@HEoN_,22,5,5.7386188505,0.7386188505,1.1477237701,5.76590198,Solved
L?AEB?We@HEoM_,21,5,5.7386188499,0.7386188499,1.1477237700,5.79215125,Solved
L?AEB?We@HEoJ_,21,5,5.7386188495,0.7386188495,1.1477237699,5.74914415,Solved
L?AEB?We@HEoN?,21,5,5.7386188481,0.7386188481,1.1477237696,5.78547044,Solved
L?AEB?We@HF_N_,22,5,5.7386188477,0.7386188477,1.1477237695,5.76716710,Solved
L?AEB?We@HFON_,22,5,5.7386188477,0.7386188477,1.1477237695,5.76232889,Solved
L?AADbGR@SDocc,22,5,5.7385799360,0.7385799360,1.1477159872,5.75621581,Solved
L?ABAaGBaoCM[G,21,5,5.7385643852,0.7385643852,1.1477128770,5.77267952,Solved
L?AAD@OIAWCsDs,20,5,5.7384759224,0.7384759224,1.1476951845,5.77378271,Solved
L?AA@BOT@oTOqO,20,5,5.7384635245,0.7384635245,1.1476927049,5.78028040,Solved
L?AAD@oRDcAw]?,22,5,5.7383744305,0.7383744305,1.1476748861,5.76574698,Solved
L?AAF@cEcsF_FO,23,5,5.7383744238,0.7383744238,1.1476748848,5.75176118,Solved
L?AAD@oR?sROFO,21,5,5.7383704605,0.7383704605,1.1476740921,5.77454407,Solved
L?AAD@OJ@o@ki_,20,5,5.7383322128,0.7383322128,1.1476664426,5.82375810,Solved
L?AAD?oFAoDoBg,20,5,5.7383180934,0.7383180934,1.1476636187,5.78561222,Solved
L?AA@AWT@cHGeo,20,5,5.7383180901,0.7383180901,1.1476636180,5.78768043,Solved
L?AAD@oIagBWAw,21,5,5.7382853895,0.7382853895,1.1476570779,5.77956133,Solved
L?AADbGX@cAsy?,22,5,5.7382628597,0.7382628597,1.1476525719,5.80225195,Solved
L?AAD@OICcJ_AY,19,5,5.7381833726,0.7381833726,1.1476366745,5.76561085,Solved
L?AA@AOTDoBgeo,21,5,5.7381417980,0.7381417980,1.1476283596,5.78866632,Solved
L?AAD?oFBoBWRW,22,5,5.7381006991,0.7381006991,1.1476201398,5.76629373,Solved
L?AA@?Wu@wUORP,22,5,5.7380765131,0.7380765131,1.1476153026,5.77829894,Solved
L?AEB?WU@HFoEq,23,5,5.7379932128,0.7379932128,1.1475986426,5.75410305,Solved
L?AEB?WU@HM_Fo,22,5,5.7379932104,0.7379932104,1.1475986421,5.77405581,Solved
L?AAD?wX?sAwy?,21,5,5.7379590341,0.7379590341,1.1475918068,5.81264592,Solved
L?AAD@oIagBoBg,21,5,5.7379451326,0.7379451326,1.1475890265,5.79506264,Solved
L?AAD@OIAWCsKa,19,5,5.7379257970,0.7379257970,1.1475851594,5.76210572,Solved
L?AAD@OI@g@[k_,19,5,5.7378274131,0.7378274131,1.1475654826,5.77530963,Solved
L?AAD?oFBo@wm_,22,5,5.7378137120,0.7378137120,1.1475627424,5.80360821,Solved
L?AAD?oEAq@{N_,22,5,5.7377942544,0.7377942544,1.1475588509,5.76653551,Solved
L?AEB?We@HF_Fo,22,5,5.7377820962,0.7377820962,1.1475564192,5.75415556,Solved
L?AAD?wLAgPOFo,21,5,5.7377668795,0.7377668795,1.1475533759,5.78480443,Solved
L?AAD@OIAWDoCq,19,5,5.7377529080,0.7377529080,1.1475505816,5.75931124,Solved
L?AEB?WU@g@wHg,21,5,5.7376762154,0.7376762154,1.1475352431,5.79263414,Solved
L?AAD@OI@g@[Dc,19,5,5.7375161879,0.7375161879,1.1475032376,5.77561655,Solved
L?AAD@oR?sN?Bg,21,5,5.7374995442,0.7374995442,1.1474999088,5.79678982,Solved
L?AAD@OICcHgBg,19,5,5.7374674559,0.7374674559,1.1474934912,5.76443142,Solved
L?AAD@OI@g@[Ds,20,5,5.7374393250,0.7374393250,1.1474878650,5.78102836,Solved
L?AAD?WLB_@wk_,20,5,5.7373657574,0.7373657574,1.1474731515,5.79303019,Solved
L?AAD@Oi@WBODo,19,5,5.7373634383,0.7373634383,1.1474726877,5.81927648,Solved
L?AAD?oEAwDoBw,21,5,5.7373245178,0.7373245178,1.1474649036,5.78191673,Solved
L?AAD?oFAwDoBw,22,5,5.7373245135,0.7373245135,1.1474649027,5.77294281,Solved
L?AAD?oFBoROFo,22,5,5.7373245125,0.7373245125,1.1474649025,5.77334278,Solved
L?AAD@oI_wM_Ax,22,5,5.7373245103,0.7373245103,1.1474649021,5.78850125,Solved
L?AAD?oFAoDoBw,21,5,5.7373245100,0.7373245100,1.1474649020,5.78963785,Solved
L?AEB?WU@LF_Do,22,5,5.7373231664,0.7373231664,1.1474646333,5.78100885,Solved
L?AEB?WU@gBgHk,22,5,5.7372945488,0.7372945488,1.1474589098,5.77434903,Solved
L?AAD@OIAwDoDs,21,5,5.7372575634,0.7372575634,1.1474515127,5.77597863,Solved
L?AAD@oIag@k^?,22,5,5.7372440296,0.7372440296,1.1474488059,5.78921693,Solved
L?AAD@OI@g@wDs,20,5,5.7372146204,0.7372146204,1.1474429241,5.78790302,Solved
L?AAD?oFAgFoAy,22,5,5.7371920762,0.7371920762,1.1474384152,5.79848904,Solved
L?AAD@oIagFOAy,22,5,5.7371161299,0.7371161299,1.1474232260,5.79605810,Solved
L?ABAaGBaoMCG],22,5,5.7371161296,0.7371161296,1.1474232259,5.77564460,Solved
L?AEB?We@gBoHk,22,5,5.7371161290,0.7371161290,1.1474232258,5.79317484,Solved
L?AAD@OICcJ_HI,19,5,5.7371041551,0.7371041551,1.1474208310,5.75928085,Solved
L?AAD?W{DcHgBs,23,5,5.7370996235,0.7370996235,1.1474199247,5.77120987,Solved
L?AADbGR@oUOLg,23,5,5.7369938566,0.7369938566,1.1473987713,5.75201186,Solved
L?AAD@OIAWDoCe,19,5,5.7369012988,0.7369012988,1.1473802598,5.75452957,Solved
L?AA@AWTDSN?sO,21,5,5.7368666980,0.7368666980,1.1473733396,5.79480564,Solved
L?AB?qQUAWCg{?,21,5,5.7368035256,0.7368035256,1.1473607051,5.79620508,Solved
L?AAD@OIAWBoKa,19,5,5.7367383668,0.7367383668,1.1473476734,5.75990623,Solved
L?AA@aHMBOAoBo,20,5,5.7366414220,0.7366414220,1.1473282844,5.76076743,Solved
L?AAD@oIaW@s\?,21,5,5.7366243077,0.7366243077,1.1473248615,5.79000821,Solved
L?AAD?wX?sM_Cs,21,5,5.7366055411,0.7366055411,1.1473211082,5.82139381,Solved
L?AAD@oIag@[Fo,22,5,5.7365840733,0.7365840733,1.1473168147,5.78252663,Solved
L?AAD@OICcJ_Bg,19,5,5.7364940878,0.7364940878,1.1472988176,5.75358503,Solved
L?AAD?oEAgEoaJ,20,5,5.7363351137,0.7363351137,1.1472670227,5.76834554,Solved
L?AAD?oEAw@[N_,21,5,5.7363140507,0.7363140507,1.1472628101,5.78786168,Solved
L?AAD?oFAo@[N_,21,5,5.7363140499,0.7363140499,1.1472628100,5.78537860,Solved
L?AAD?oFAwTOFo,22,5,5.7363140485,0.7363140485,1.1472628097,5.77411373,Solved
L?AAD?oFAwTODo,21,5,5.7363140475,0.7363140475,1.1472628095,5.78519176,Solved
L?AAD?WLBWUODo,21,5,5.7362331801,0.7362331801,1.1472466360,5.75876011,Solved
L?AA@AOTCsF_uO,21,5,5.7361799195,0.7361799195,1.1472359839,5.77659419,Solved
L?AA@AWT@wXGe_,21,5,5.7361799182,0.7361799182,1.1472359836,5.76481955,Solved
L?AA@aHMBGRODg,21,5,5.7361440252,0.7361440252,1.1472288050,5.78827493,Solved
L?AAD@OI@cBoQQ,19,5,5.7360599344,0.7360599344,1.1472119869,5.76994961,Solved
L?AAD?oFFOIgM_,21,5,5.7360447673,0.7360447673,1.1472089535,5.80441749,Solved
L?AAD?oFAo@sN_,21,5,5.7360415568,0.7360415568,1.1472083114,5.78382729,Solved
L?AAD?oFEoBoVO,22,5,5.7360415539,0.7360415539,1.1472083108,5.76917770,Solved
L?AAD?oEAw@sN_,21,5,5.7360415538,0.7360415538,1.1472083108,5.78509800,Solved
L?AAD?oFBWHKBo,21,5,5.7360415525,0.7360415525,1.1472083105,5.76682312,Solved
L?AAD?oFBoBWm_,22,5,5.7360415523,0.7360415523,1.1472083105,5.76835689,Solved
L?AAD?sXCc@YM_,21,5,5.7359802442,0.7359802442,1.1471960488,5.80164682,Solved
L?AA@BOT@o@Wi_,19,5,5.7358739353,0.7358739353,1.1471747871,5.80122053,Solved
L?AAD?oEAgAwaJ,20,5,5.7358520735,0.7358520735,1.1471704147,5.76316901,Solved
L?AAD?oEAwEoBw,21,5,5.7358265181,0.7358265181,1.1471653036,5.77647164,Solved
L?AAD@OIAWCsCq,19,5,5.7357837963,0.7357837963,1.1471567593,5.76964497,Solved
L?AAD@OIAwDcm_,21,5,5.7357698168,0.7357698168,1.1471539634,5.77940860,Solved
L?AAD?oEAwFoBw,22,5,5.7357292339,0.7357292339,1.1471458468,5.78143185,Solved
L?ABA_gaO]L_CN,23,5,5.7357292305,0.7357292305,1.1471458461,5.77237043,Solved
L?AAD?oFAwEoBw,22,5,5.7357292285,0.7357292285,1.1471458457,5.77582536,Solved
L?AAD?oFFOFOVO,22,5,5.7357292279,0.7357292279,1.1471458456,5.77733232,Solved
L?AAD?oFBoAwm_,22,5,5.7357292266,0.7357292266,1.1471458453,5.79484024,Solved
L?AAD?oFAoFoBw,22,5,5.7357292259,0.7357292259,1.1471458452,5.78495629,Solved
L?AAD@OIAWCsCu,20,5,5.7356893219,0.7356893219,1.1471378644,5.77743284,Solved
L?AEB?WU@g@wHK,21,5,5.7356754449,0.7356754449,1.1471350890,5.78302279,Solved
L?AADAoFEoHgF_,22,5,5.7356003411,0.7356003411,1.1471200682,5.79055742,Solved
L?AAD?oeBGBoFo,21,5,5.7355808847,0.7355808847,1.1471161769,5.77697903,Solved
L?AAD?wLAg@Wk_,20,5,5.7355808839,0.7355808839,1.1471161768,5.78533201,Solved
L?AAD?oeBGBgFo,21,5,5.7355808817,0.7355808817,1.1471161763,5.76785532,Solved
L?AAD?oeBGBgDo,20,5,5.7355808815,0.7355808815,1.1471161763,5.77199083,Solved
L?AAD?oeBGAwFo,21,5,5.7355808813,0.7355808813,1.1471161763,5.77941881,Solved
L?AAD?oeBG@wFo,21,5,5.7355808811,0.7355808811,1.1471161762,5.76938936,Solved
L?AAD?oeBGBwFo,22,5,5.7355808809,0.7355808809,1.1471161762,5.75478445,Solved
L?AAD?oeBGBWFo,21,5,5.7355808797,0.7355808797,1.1471161759,5.77624692,Solved
L?AAD@oR?s@skc,22,5,5.7355721780,0.7355721780,1.1471144356,5.75898812,Solved
L?AAD@OIAWCsm_,20,5,5.7354144416,0.7354144416,1.1470828883,5.79194824,Solved
L?AAD?oeAg@oag,19,5,5.7353318606,0.7353318606,1.1470663721,5.77713314,Solved
L?AAD@Oi?sEoDo,20,5,5.7352516695,0.7352516695,1.1470503339,5.81923555,Solved
L?AA@AWT@[YGiC,21,5,5.7352168049,0.7352168049,1.1470433610,5.76085490,Solved
L?AAD@oR?sN?Aw,21,5,5.7351827718,0.7351827718,1.1470365544,5.81077576,Solved
L?AAD@oI_wIgy?,21,5,5.7351537452,0.7351537452,1.1470307490,5.81267408,Solved
L?AAD@OI@g@[e_,19,5,5.7351400655,0.7351400655,1.1470280131,5.77101406,Solved
L?AAD@OI?sJGHI,19,5,5.7351350907,0.7351350907,1.1470270181,5.75528013,Solved
L?AAD@OJ@o@wiG,20,5,5.7351014005,0.7351014005,1.1470202801,5.79184044,Solved
L?AAD@oIagEoBg,21,5,5.7349964571,0.7349964571,1.1469992914,5.79174176,Solved
L?AAD?wT?{N?Ic,22,5,5.7349417203,0.7349417203,1.1469883441,5.77979068,Solved
L?AAD@W[?YBwka,23,5,5.7349222462,0.7349222462,1.1469844492,5.76934011,Solved
L?AAD@oI_wN?Bg,21,5,5.7348940228,0.7348940228,1.1469788046,5.82928500,Solved
L?AA@qoJEOAoRG,21,5,5.7348716642,0.7348716642,1.1469743328,5.75952667,Solved
L?AADBOLAqF_Hg,22,5,5.7347946231,0.7347946231,1.1469589246,5.77884747,Solved
L?AAD?sXCcBWJ_,21,5,5.7347757511,0.7347757511,1.1469551502,5.76020443,Solved
L?AAD?wLAWQPDo,21,5,5.7347744760,0.7347744760,1.1469548952,5.77111664,Solved
L?AAD@oR?sROBo,21,5,5.7347686246,0.7347686246,1.1469537249,5.78232859,Solved
L?AE@aoQQWCq\?,22,5,5.7346158159,0.7346158159,1.1469231632,5.76906552,Solved
L?AE@aoQQWM_Lc,23,5,5.7346158154,0.7346158154,1.1469231631,5.74952359,Solved
L?AAD@OICcBGBw,19,5,5.7345996241,0.7345996241,1.1469199248,5.75855365,Solved
L?AAD?oeAgHcAi,20,5,5.7345963403,0.7345963403,1.1469192681,5.77846209,Solved
L?AAD@oIag@[RO,21,5,5.7345918672,0.7345918672,1.1469183734,5.81587242,Solved
L?AA@BOT?sTODo,20,5,5.7345319689,0.7345319689,1.1469063938,5.76352870,Solved
L?AAD?sXCo@WM_,20,5,5.7345287548,0.7345287548,1.1469057510,5.78679176,Solved
L?AA@AWT@SYGAs,20,5,5.7344752809,0.7344752809,1.1468950562,5.78702130,Solved
L?AAD@OJDoHgJ_,21,5,5.7344594109,0.7344594109,1.1468918822,5.78158963,Solved
L?AAD@OI@cAq^?,20,5,5.7344411594,0.7344411594,1.1468882319,5.78539402,Solved
L?AA@AOT@wFOA{,21,5,5.7344268886,0.7344268886,1.1468853777,5.75166318,Solved
L?AA@BOT@o@WIg,19,5,5.7344169880,0.7344169880,1.1468833976,5.76748656,Solved
L?AA@AWT@SY@As,20,5,5.7344137757,0.7344137757,1.1468827551,5.76862578,Solved
L?AA@AWT@SPWsA,20,5,5.7344029700,0.7344029700,1.1468805940,5.76524756,Solved
L?AA@AWT@SY@as,21,5,5.7343995960,0.7343995960,1.1468799192,5.76547783,Solved
L?AAD?oeBWIgL_,21,5,5.7343738293,0.7343738293,1.1468747659,5.77011284,Solved
L?AAD@OICcJ_Fo,20,5,5.7343666039,0.7343666039,1.1468733208,5.75789622,Solved
L?AAD?oeAg@oaI,19,5,5.7343631104,0.7343631104,1.1468726221,5.75680963,Solved
L?AAD?sXCSBWDo,21,5,5.7343614751,0.7343614751,1.1468722950,5.79919911,Solved
L?AAD@W[?UfOV?,22,5,5.7343490468,0.7343490468,1.1468698094,5.76218662,Solved
L?AAF@cE_yV?N?,23,5,5.7343490435,0.7343490435,1.1468698087,5.74786456,Solved
L?AEB?WUBgAwHk,23,5,5.7343377132,0.7343377132,1.1468675426,5.76125319,Solved
L?AA@BOTCcFoJg,22,5,5.7343377119,0.7343377119,1.1468675424,5.82424539,Solved
L?AA@oww?kl_e_,23,5,5.7343377105,0.7343377105,1.1468675421,5.75513402,Solved
L?AA@b_DloM_m_,24,5,5.7343377090,0.7343377090,1.1468675418,5.76885849,Solved
L?AA@b_DjgUO}?,24,5,5.7343377077,0.7343377077,1.1468675415,5.80516789,Solved
L?AA@b_DjgUOAy,24,5,5.7343377075,0.7343377075,1.1468675415,5.81519159,Solved
L?AEB?WU@LAw^?,23,5,5.7343377072,0.7343377072,1.1468675414,5.76310765,Solved
L?AA@owwAg@qm_,23,5,5.7343377072,0.7343377072,1.1468675414,5.75667385,Solved
L?AA@b_DjgUOAZ,24,5,5.7343377072,0.7343377072,1.1468675414,5.81580225,Solved
L?AA@b_DjgUO^?,24,5,5.7343377071,0.7343377071,1.1468675414,5.81882149,Solved
L?AA@b_DjgVOm_,25,5,5.7343377071,0.7343377071,1.1468675414,5.74741284,Solved
L?AADbGX@LUO}?,24,5,5.7343377069,0.7343377069,1.1468675414,5.74621371,Solved
L?AA@BOTCsEoic,22,5,5.7343377069,0.7343377069,1.1468675414,5.82985429,Solved
L?AA@oww?km_m_,24,5,5.7343377068,0.7343377068,1.1468675414,5.75037096,Solved
L?AA@BOTDcDsN_,23,5,5.7343377067,0.7343377067,1.1468675413,5.82004268,Solved
L?AA@b_DiYUO\?,23,5,5.7343377063,0.7343377063,1.1468675413,5.81639988,Solved
L?AA@b_DjgUOFg,24,5,5.7343377055,0.7343377055,1.1468675411,5.81319877,Solved
L?AEB?WU@Kaw^?,23,5,5.7343377055,0.7343377055,1.1468675411,5.77767657,Solved
L?AA@oww?kn_m_,25,5,5.7343377053,0.7343377053,1.1468675411,5.74387509,Solved
L?AAD@oR?\TO}?,23,5,5.7343377052,0.7343377052,1.1468675410,5.77339661,Solved
L?AEB?WUBgAwHc,22,5,5.7343377051,0.7343377051,1.1468675410,5.78918729,Solved
L?AA@bGyBgUOLg,24,5,5.7343377051,0.7343377051,1.1468675410,5.75500149,Solved
L?AA@b_ZDcAsV?,23,5,5.7343377051,0.7343377051,1.1468675410,5.75003112,Solved
L?AA@b_DiYM_ka,24,5,5.7343377050,0.7343377050,1.1468675410,5.81259304,Solved
L?AAD?sXDoAYec,23,5,5.7343377049,0.7343377049,1.1468675410,5.78270655,Solved
